State_Tribe_Territory,date,order_code,Face_Masks_Required_in_Public,Specific_counties,Source_of_Action,URL,Citation
FL,11/11/2020,1,NA,NA,NA,NA,NA
FL,11/12/2020,1,NA,NA,NA,NA,NA
FL,11/13/2020,1,NA,NA,NA,NA,NA
FL,11/14/2020,1,NA,NA,NA,NA,NA
FL,11/15/2020,1,NA,NA,NA,NA,NA
FL,11/16/2020,1,NA,NA,NA,NA,NA
FL,11/17/2020,1,NA,NA,NA,NA,NA
FL,11/18/2020,1,NA,NA,NA,NA,NA
FL,11/19/2020,1,NA,NA,NA,NA,NA
FL,11/20/2020,1,NA,NA,NA,NA,NA
FL,11/21/2020,1,NA,NA,NA,NA,NA
FL,11/22/2020,1,NA,NA,NA,NA,NA
FL,11/23/2020,1,NA,NA,NA,NA,NA
FL,11/24/2020,1,NA,NA,NA,NA,NA
FL,11/25/2020,1,NA,NA,NA,NA,NA
FL,11/26/2020,1,NA,NA,NA,NA,NA
FL,11/27/2020,1,NA,NA,NA,NA,NA
FL,11/28/2020,1,NA,NA,NA,NA,NA
FL,11/29/2020,1,NA,NA,NA,NA,NA
FL,11/30/2020,1,NA,NA,NA,NA,NA
FL,12/1/2020,1,NA,NA,NA,NA,NA
FL,12/2/2020,1,NA,NA,NA,NA,NA
FL,12/3/2020,1,NA,NA,NA,NA,NA
FL,12/4/2020,1,NA,NA,NA,NA,NA
FL,12/5/2020,1,NA,NA,NA,NA,NA
FL,12/6/2020,1,NA,NA,NA,NA,NA
FL,12/7/2020,1,NA,NA,NA,NA,NA
FL,12/8/2020,1,NA,NA,NA,NA,NA
FL,12/9/2020,1,NA,NA,NA,NA,NA
FL,12/10/2020,1,NA,NA,NA,NA,NA
FL,12/11/2020,1,NA,NA,NA,NA,NA
FL,12/12/2020,1,NA,NA,NA,NA,NA
FL,12/13/2020,1,NA,NA,NA,NA,NA
FL,12/14/2020,1,NA,NA,NA,NA,NA
FL,12/15/2020,1,NA,NA,NA,NA,NA
FL,12/16/2020,1,NA,NA,NA,NA,NA
FL,12/17/2020,1,NA,NA,NA,NA,NA
FL,12/18/2020,1,NA,NA,NA,NA,NA
FL,12/19/2020,1,NA,NA,NA,NA,NA
FL,12/20/2020,1,NA,NA,NA,NA,NA
FL,12/21/2020,1,NA,NA,NA,NA,NA
FL,12/22/2020,1,NA,NA,NA,NA,NA
FL,12/23/2020,1,NA,NA,NA,NA,NA
FL,12/24/2020,1,NA,NA,NA,NA,NA
FL,12/25/2020,1,NA,NA,NA,NA,NA
FL,12/26/2020,1,NA,NA,NA,NA,NA
FL,12/27/2020,1,NA,NA,NA,NA,NA
FL,12/28/2020,1,NA,NA,NA,NA,NA
FL,12/29/2020,1,NA,NA,NA,NA,NA
FL,12/30/2020,1,NA,NA,NA,NA,NA
FL,12/31/2020,1,NA,NA,NA,NA,NA
FL,1/1/2021,1,NA,NA,NA,NA,NA
FL,1/2/2021,1,NA,NA,NA,NA,NA
FL,1/3/2021,1,NA,NA,NA,NA,NA
FL,1/4/2021,1,NA,NA,NA,NA,NA
FL,1/5/2021,1,NA,NA,NA,NA,NA
FL,1/6/2021,1,NA,NA,NA,NA,NA
FL,1/7/2021,1,NA,NA,NA,NA,NA
FL,1/8/2021,1,NA,NA,NA,NA,NA
FL,1/9/2021,1,NA,NA,NA,NA,NA
FL,1/10/2021,1,NA,NA,NA,NA,NA
FL,1/11/2021,1,NA,NA,NA,NA,NA
FL,1/12/2021,1,NA,NA,NA,NA,NA
FL,1/13/2021,1,NA,NA,NA,NA,NA
FL,1/14/2021,1,NA,NA,NA,NA,NA
FL,1/15/2021,1,NA,NA,NA,NA,NA
FL,1/16/2021,1,NA,NA,NA,NA,NA
FL,1/17/2021,1,NA,NA,NA,NA,NA
FL,1/18/2021,1,NA,NA,NA,NA,NA
FL,1/19/2021,1,NA,NA,NA,NA,NA
FL,1/20/2021,1,NA,NA,NA,NA,NA
FL,1/21/2021,1,NA,NA,NA,NA,NA
FL,1/22/2021,1,NA,NA,NA,NA,NA
FL,1/23/2021,1,NA,NA,NA,NA,NA
FL,1/24/2021,1,NA,NA,NA,NA,NA
FL,1/25/2021,1,NA,NA,NA,NA,NA
FL,1/26/2021,1,NA,NA,NA,NA,NA
FL,1/27/2021,1,NA,NA,NA,NA,NA
FL,1/28/2021,1,NA,NA,NA,NA,NA
FL,1/29/2021,1,NA,NA,NA,NA,NA
FL,1/30/2021,1,NA,NA,NA,NA,NA
FL,1/31/2021,1,NA,NA,NA,NA,NA
FL,2/1/2021,1,NA,NA,NA,NA,NA
FL,2/2/2021,1,NA,NA,NA,NA,NA
FL,2/3/2021,1,NA,NA,NA,NA,NA
FL,2/4/2021,1,NA,NA,NA,NA,NA
FL,2/5/2021,1,NA,NA,NA,NA,NA
FL,2/6/2021,1,NA,NA,NA,NA,NA
FL,2/7/2021,1,NA,NA,NA,NA,NA
FL,2/8/2021,1,NA,NA,NA,NA,NA
FL,2/9/2021,1,NA,NA,NA,NA,NA
FL,2/10/2021,1,NA,NA,NA,NA,NA
FL,2/11/2021,1,NA,NA,NA,NA,NA
FL,2/12/2021,1,NA,NA,NA,NA,NA
FL,2/13/2021,1,NA,NA,NA,NA,NA
FL,2/14/2021,1,NA,NA,NA,NA,NA
FL,2/15/2021,1,NA,NA,NA,NA,NA
FL,2/16/2021,1,NA,NA,NA,NA,NA
FL,2/17/2021,1,NA,NA,NA,NA,NA
FL,2/18/2021,1,NA,NA,NA,NA,NA
FL,2/19/2021,1,NA,NA,NA,NA,NA
FL,2/20/2021,1,NA,NA,NA,NA,NA
FL,2/21/2021,1,NA,NA,NA,NA,NA
FL,2/22/2021,1,NA,NA,NA,NA,NA
FL,2/23/2021,1,NA,NA,NA,NA,NA
FL,2/24/2021,1,NA,NA,NA,NA,NA
FL,2/25/2021,1,NA,NA,NA,NA,NA
FL,2/26/2021,1,NA,NA,NA,NA,NA
FL,2/27/2021,1,NA,NA,NA,NA,NA
FL,2/28/2021,1,NA,NA,NA,NA,NA
FL,3/1/2021,1,NA,NA,NA,NA,NA
FL,3/2/2021,1,NA,NA,NA,NA,NA
FL,3/3/2021,1,NA,NA,NA,NA,NA
FL,3/4/2021,1,NA,NA,NA,NA,NA
FL,3/5/2021,1,NA,NA,NA,NA,NA
FL,3/6/2021,1,NA,NA,NA,NA,NA
FL,3/7/2021,1,NA,NA,NA,NA,NA
FL,3/8/2021,1,NA,NA,NA,NA,NA
FL,3/9/2021,1,NA,NA,NA,NA,NA
FL,3/10/2021,1,NA,NA,NA,NA,NA
FL,3/11/2021,1,NA,NA,NA,NA,NA
FL,3/12/2021,1,NA,NA,NA,NA,NA
FL,3/13/2021,1,NA,NA,NA,NA,NA
FL,3/14/2021,1,NA,NA,NA,NA,NA
FL,3/15/2021,1,NA,NA,NA,NA,NA
FL,3/16/2021,1,NA,NA,NA,NA,NA
FL,3/17/2021,1,NA,NA,NA,NA,NA
FL,3/18/2021,1,NA,NA,NA,NA,NA
FL,3/19/2021,1,NA,NA,NA,NA,NA
FL,3/20/2021,1,NA,NA,NA,NA,NA
FL,3/21/2021,1,NA,NA,NA,NA,NA
FL,3/22/2021,1,NA,NA,NA,NA,NA
FL,3/23/2021,1,NA,NA,NA,NA,NA
FL,3/24/2021,1,NA,NA,NA,NA,NA
FL,3/25/2021,1,NA,NA,NA,NA,NA
FL,3/26/2021,1,NA,NA,NA,NA,NA
FL,3/27/2021,1,NA,NA,NA,NA,NA
FL,3/28/2021,1,NA,NA,NA,NA,NA
FL,3/29/2021,1,NA,NA,NA,NA,NA
FL,3/30/2021,1,NA,NA,NA,NA,NA
FL,3/31/2021,1,NA,NA,NA,NA,NA
FL,4/1/2021,1,NA,NA,NA,NA,NA
FL,4/2/2021,1,NA,NA,NA,NA,NA
FL,4/3/2021,1,NA,NA,NA,NA,NA
FL,4/4/2021,1,NA,NA,NA,NA,NA
FL,4/5/2021,1,NA,NA,NA,NA,NA
FL,4/6/2021,1,NA,NA,NA,NA,NA
FL,4/7/2021,1,NA,NA,NA,NA,NA
FL,4/8/2021,1,NA,NA,NA,NA,NA
FL,4/9/2021,1,NA,NA,NA,NA,NA
FL,4/10/2021,1,NA,NA,NA,NA,NA
FL,4/11/2021,1,NA,NA,NA,NA,NA
FL,4/12/2021,1,NA,NA,NA,NA,NA
FL,4/13/2021,1,NA,NA,NA,NA,NA
FL,4/14/2021,1,NA,NA,NA,NA,NA
FL,4/15/2021,1,NA,NA,NA,NA,NA
FL,4/16/2021,1,NA,NA,NA,NA,NA
FL,4/17/2021,1,NA,NA,NA,NA,NA
FL,4/18/2021,1,NA,NA,NA,NA,NA
FL,4/19/2021,1,NA,NA,NA,NA,NA
FL,4/20/2021,1,NA,NA,NA,NA,NA
FL,4/21/2021,1,NA,NA,NA,NA,NA
FL,4/22/2021,1,NA,NA,NA,NA,NA
FL,4/23/2021,1,NA,NA,NA,NA,NA
FL,4/24/2021,1,NA,NA,NA,NA,NA
FL,4/25/2021,1,NA,NA,NA,NA,NA
FL,4/26/2021,1,NA,NA,NA,NA,NA
FL,4/27/2021,1,NA,NA,NA,NA,NA
FL,4/28/2021,1,NA,NA,NA,NA,NA
FL,4/29/2021,1,NA,NA,NA,NA,NA
FL,4/30/2021,1,NA,NA,NA,NA,NA
FL,5/1/2021,1,NA,NA,NA,NA,NA
FL,5/2/2021,1,NA,NA,NA,NA,NA
FL,5/3/2021,1,NA,NA,NA,NA,NA
FL,5/4/2021,1,NA,NA,NA,NA,NA
FL,5/5/2021,1,NA,NA,NA,NA,NA
FL,5/6/2021,1,NA,NA,NA,NA,NA
FL,5/7/2021,1,NA,NA,NA,NA,NA
FL,5/8/2021,1,NA,NA,NA,NA,NA
FL,5/9/2021,1,NA,NA,NA,NA,NA
FL,5/10/2021,1,NA,NA,NA,NA,NA
FL,5/11/2021,1,NA,NA,NA,NA,NA
FL,5/12/2021,1,NA,NA,NA,NA,NA
FL,5/13/2021,1,NA,NA,NA,NA,NA
FL,5/14/2021,1,NA,NA,NA,NA,NA
FL,5/15/2021,1,NA,NA,NA,NA,NA
FL,5/16/2021,1,NA,NA,NA,NA,NA
FL,5/17/2021,1,NA,NA,NA,NA,NA
FL,5/18/2021,1,NA,NA,NA,NA,NA
FL,5/19/2021,1,NA,NA,NA,NA,NA
FL,5/20/2021,1,NA,NA,NA,NA,NA
FL,5/21/2021,1,NA,NA,NA,NA,NA
FL,5/22/2021,1,NA,NA,NA,NA,NA
FL,5/23/2021,1,NA,NA,NA,NA,NA
FL,5/24/2021,1,NA,NA,NA,NA,NA
FL,5/25/2021,1,NA,NA,NA,NA,NA
FL,5/26/2021,1,NA,NA,NA,NA,NA
FL,5/27/2021,1,NA,NA,NA,NA,NA
FL,5/28/2021,1,NA,NA,NA,NA,NA
FL,5/29/2021,1,NA,NA,NA,NA,NA
FL,5/30/2021,1,NA,NA,NA,NA,NA
FL,5/31/2021,1,NA,NA,NA,NA,NA
FL,6/1/2021,1,NA,NA,NA,NA,NA
FL,6/2/2021,1,NA,NA,NA,NA,NA
FL,6/3/2021,1,NA,NA,NA,NA,NA
FL,6/4/2021,1,NA,NA,NA,NA,NA
FL,6/5/2021,1,NA,NA,NA,NA,NA
FL,6/6/2021,1,NA,NA,NA,NA,NA
FL,6/7/2021,1,NA,NA,NA,NA,NA
FL,6/8/2021,1,NA,NA,NA,NA,NA
FL,6/9/2021,1,NA,NA,NA,NA,NA
FL,6/10/2021,1,NA,NA,NA,NA,NA
FL,6/11/2021,1,NA,NA,NA,NA,NA
FL,6/12/2021,1,NA,NA,NA,NA,NA
FL,6/13/2021,1,NA,NA,NA,NA,NA
FL,6/14/2021,1,NA,NA,NA,NA,NA
FL,6/15/2021,1,NA,NA,NA,NA,NA
FL,6/16/2021,1,NA,NA,NA,NA,NA
FL,6/17/2021,1,NA,NA,NA,NA,NA
FL,6/18/2021,1,NA,NA,NA,NA,NA
FL,6/19/2021,1,NA,NA,NA,NA,NA
FL,6/20/2021,1,NA,NA,NA,NA,NA
FL,6/21/2021,1,NA,NA,NA,NA,NA
FL,6/22/2021,1,NA,NA,NA,NA,NA
FL,6/23/2021,1,NA,NA,NA,NA,NA
FL,6/24/2021,1,NA,NA,NA,NA,NA
FL,6/25/2021,1,NA,NA,NA,NA,NA
FL,6/26/2021,1,NA,NA,NA,NA,NA
FL,6/27/2021,1,NA,NA,NA,NA,NA
FL,6/28/2021,1,NA,NA,NA,NA,NA
FL,6/29/2021,1,NA,NA,NA,NA,NA
FL,6/30/2021,1,NA,NA,NA,NA,NA
FL,7/1/2021,1,NA,NA,NA,NA,NA
FL,7/2/2021,1,NA,NA,NA,NA,NA
FL,7/3/2021,1,NA,NA,NA,NA,NA
FL,7/4/2021,1,NA,NA,NA,NA,NA
FL,7/5/2021,1,NA,NA,NA,NA,NA
FL,7/6/2021,1,NA,NA,NA,NA,NA
FL,7/7/2021,1,NA,NA,NA,NA,NA
FL,7/8/2021,1,NA,NA,NA,NA,NA
FL,7/9/2021,1,NA,NA,NA,NA,NA
FL,7/10/2021,1,NA,NA,NA,NA,NA
FL,7/11/2021,1,NA,NA,NA,NA,NA
FL,7/12/2021,1,NA,NA,NA,NA,NA
FL,7/13/2021,1,NA,NA,NA,NA,NA
FL,7/14/2021,1,NA,NA,NA,NA,NA
FL,7/15/2021,1,NA,NA,NA,NA,NA
FL,7/16/2021,1,NA,NA,NA,NA,NA
FL,7/17/2021,1,NA,NA,NA,NA,NA
FL,7/18/2021,1,NA,NA,NA,NA,NA
FL,7/19/2021,1,NA,NA,NA,NA,NA
FL,7/20/2021,1,NA,NA,NA,NA,NA
FL,7/21/2021,1,NA,NA,NA,NA,NA
FL,7/22/2021,1,NA,NA,NA,NA,NA
FL,7/23/2021,1,NA,NA,NA,NA,NA
FL,7/24/2021,1,NA,NA,NA,NA,NA
FL,7/25/2021,1,NA,NA,NA,NA,NA
FL,7/26/2021,1,NA,NA,NA,NA,NA
FL,7/27/2021,1,NA,NA,NA,NA,NA
FL,7/28/2021,1,NA,NA,NA,NA,NA
FL,7/29/2021,1,NA,NA,NA,NA,NA
FL,7/30/2021,1,NA,NA,NA,NA,NA
FL,7/31/2021,1,NA,NA,NA,NA,NA
FL,8/1/2021,1,NA,NA,NA,NA,NA
FL,8/2/2021,1,NA,NA,NA,NA,NA
FL,8/3/2021,1,NA,NA,NA,NA,NA
FL,8/4/2021,1,NA,NA,NA,NA,NA
FL,8/5/2021,1,NA,NA,NA,NA,NA
FL,8/6/2021,1,NA,NA,NA,NA,NA
FL,8/7/2021,1,NA,NA,NA,NA,NA
FL,8/8/2021,1,NA,NA,NA,NA,NA
FL,8/9/2021,1,NA,NA,NA,NA,NA
FL,8/10/2021,1,NA,NA,NA,NA,NA
FL,8/11/2021,1,NA,NA,NA,NA,NA
FL,8/12/2021,1,NA,NA,NA,NA,NA
FL,8/13/2021,1,NA,NA,NA,NA,NA
FL,8/14/2021,1,NA,NA,NA,NA,NA
FL,8/15/2021,1,NA,NA,NA,NA,NA
GA,4/8/2020,1,NA,NA,NA,NA,NA
GA,4/9/2020,1,NA,NA,NA,NA,NA
GA,4/10/2020,1,NA,NA,NA,NA,NA
GA,4/11/2020,1,NA,NA,NA,NA,NA
GA,4/12/2020,1,NA,NA,NA,NA,NA
GA,4/13/2020,1,NA,NA,NA,NA,NA
GA,4/14/2020,1,NA,NA,NA,NA,NA
GA,4/15/2020,1,NA,NA,NA,NA,NA
GA,4/16/2020,1,NA,NA,NA,NA,NA
GA,4/17/2020,1,NA,NA,NA,NA,NA
GA,4/18/2020,1,NA,NA,NA,NA,NA
GA,4/19/2020,1,NA,NA,NA,NA,NA
GA,4/20/2020,1,NA,NA,NA,NA,NA
GA,4/21/2020,1,NA,NA,NA,NA,NA
GA,4/22/2020,1,NA,NA,NA,NA,NA
GA,4/23/2020,1,NA,NA,NA,NA,NA
GA,4/24/2020,1,NA,NA,NA,NA,NA
GA,4/25/2020,1,NA,NA,NA,NA,NA
GA,4/26/2020,1,NA,NA,NA,NA,NA
GA,4/27/2020,1,NA,NA,NA,NA,NA
GA,4/28/2020,1,NA,NA,NA,NA,NA
GA,4/29/2020,1,NA,NA,NA,NA,NA
GA,4/30/2020,1,NA,NA,NA,NA,NA
GA,5/1/2020,1,NA,NA,NA,NA,NA
GA,5/2/2020,1,NA,NA,NA,NA,NA
GA,5/3/2020,1,NA,NA,NA,NA,NA
GA,5/4/2020,1,NA,NA,NA,NA,NA
GA,5/5/2020,1,NA,NA,NA,NA,NA
GA,5/6/2020,1,NA,NA,NA,NA,NA
GA,5/7/2020,1,NA,NA,NA,NA,NA
GA,5/8/2020,1,NA,NA,NA,NA,NA
GA,5/9/2020,1,NA,NA,NA,NA,NA
GA,5/10/2020,1,NA,NA,NA,NA,NA
GA,5/11/2020,1,NA,NA,NA,NA,NA
GA,5/12/2020,1,NA,NA,NA,NA,NA
GA,5/13/2020,1,NA,NA,NA,NA,NA
GA,5/14/2020,1,NA,NA,NA,NA,NA
GA,5/15/2020,1,NA,NA,NA,NA,NA
GA,5/16/2020,1,NA,NA,NA,NA,NA
GA,5/17/2020,1,NA,NA,NA,NA,NA
GA,5/18/2020,1,NA,NA,NA,NA,NA
GA,5/19/2020,1,NA,NA,NA,NA,NA
GA,5/20/2020,1,NA,NA,NA,NA,NA
GA,5/21/2020,1,NA,NA,NA,NA,NA
GA,5/22/2020,1,NA,NA,NA,NA,NA
GA,5/23/2020,1,NA,NA,NA,NA,NA
GA,5/24/2020,1,NA,NA,NA,NA,NA
GA,5/25/2020,1,NA,NA,NA,NA,NA
GA,5/26/2020,1,NA,NA,NA,NA,NA
GA,5/27/2020,1,NA,NA,NA,NA,NA
GA,5/28/2020,1,NA,NA,NA,NA,NA
GA,5/29/2020,1,NA,NA,NA,NA,NA
GA,5/30/2020,1,NA,NA,NA,NA,NA
GA,5/31/2020,1,NA,NA,NA,NA,NA
GA,6/1/2020,1,NA,NA,NA,NA,NA
GA,6/2/2020,1,NA,NA,NA,NA,NA
GA,6/3/2020,1,NA,NA,NA,NA,NA
GA,6/4/2020,1,NA,NA,NA,NA,NA
GA,6/5/2020,1,NA,NA,NA,NA,NA
GA,6/6/2020,1,NA,NA,NA,NA,NA
GA,6/7/2020,1,NA,NA,NA,NA,NA
GA,6/8/2020,1,NA,NA,NA,NA,NA
GA,6/9/2020,1,NA,NA,NA,NA,NA
GA,6/10/2020,1,NA,NA,NA,NA,NA
GA,6/11/2020,1,NA,NA,NA,NA,NA
GA,6/12/2020,1,NA,NA,NA,NA,NA
GA,6/13/2020,1,NA,NA,NA,NA,NA
GA,6/14/2020,1,NA,NA,NA,NA,NA
GA,6/15/2020,1,NA,NA,NA,NA,NA
GA,6/16/2020,1,NA,NA,NA,NA,NA
GA,6/17/2020,1,NA,NA,NA,NA,NA
GA,6/18/2020,1,NA,NA,NA,NA,NA
GA,6/19/2020,1,NA,NA,NA,NA,NA
GA,6/20/2020,1,NA,NA,NA,NA,NA
GA,6/21/2020,1,NA,NA,NA,NA,NA
GA,6/22/2020,1,NA,NA,NA,NA,NA
GA,6/23/2020,1,NA,NA,NA,NA,NA
GA,6/24/2020,1,NA,NA,NA,NA,NA
GA,6/25/2020,1,NA,NA,NA,NA,NA
GA,6/26/2020,1,NA,NA,NA,NA,NA
GA,6/27/2020,1,NA,NA,NA,NA,NA
GA,6/28/2020,1,NA,NA,NA,NA,NA
GA,6/29/2020,1,NA,NA,NA,NA,NA
GA,6/30/2020,1,NA,NA,NA,NA,NA
GA,7/1/2020,1,NA,NA,NA,NA,NA
GA,7/2/2020,1,NA,NA,NA,NA,NA
GA,7/3/2020,1,NA,NA,NA,NA,NA
GA,7/4/2020,1,NA,NA,NA,NA,NA
GA,7/5/2020,1,NA,NA,NA,NA,NA
GA,7/6/2020,1,NA,NA,NA,NA,NA
GA,7/7/2020,1,NA,NA,NA,NA,NA
GA,7/8/2020,1,NA,NA,NA,NA,NA
GA,7/9/2020,1,NA,NA,NA,NA,NA
GA,7/10/2020,1,NA,NA,NA,NA,NA
GA,7/11/2020,1,NA,NA,NA,NA,NA
GA,7/12/2020,1,NA,NA,NA,NA,NA
GA,7/13/2020,1,NA,NA,NA,NA,NA
GA,7/14/2020,1,NA,NA,NA,NA,NA
GA,7/15/2020,1,NA,NA,NA,NA,NA
GA,7/16/2020,1,NA,NA,NA,NA,NA
GA,7/17/2020,1,NA,NA,NA,NA,NA
GA,7/18/2020,1,NA,NA,NA,NA,NA
GA,7/19/2020,1,NA,NA,NA,NA,NA
GA,7/20/2020,1,NA,NA,NA,NA,NA
GA,7/21/2020,1,NA,NA,NA,NA,NA
GA,7/22/2020,1,NA,NA,NA,NA,NA
GA,7/23/2020,1,NA,NA,NA,NA,NA
GA,7/24/2020,1,NA,NA,NA,NA,NA
GA,7/25/2020,1,NA,NA,NA,NA,NA
GA,7/26/2020,1,NA,NA,NA,NA,NA
GA,7/27/2020,1,NA,NA,NA,NA,NA
GA,7/28/2020,1,NA,NA,NA,NA,NA
GA,7/29/2020,1,NA,NA,NA,NA,NA
GA,7/30/2020,1,NA,NA,NA,NA,NA
GA,7/31/2020,1,NA,NA,NA,NA,NA
GA,8/1/2020,1,NA,NA,NA,NA,NA
GA,8/2/2020,1,NA,NA,NA,NA,NA
GA,8/3/2020,1,NA,NA,NA,NA,NA
GA,8/4/2020,1,NA,NA,NA,NA,NA
GA,8/5/2020,1,NA,NA,NA,NA,NA
GA,8/6/2020,1,NA,NA,NA,NA,NA
GA,8/7/2020,1,NA,NA,NA,NA,NA
GA,8/8/2020,1,NA,NA,NA,NA,NA
GA,8/9/2020,1,NA,NA,NA,NA,NA
GA,8/10/2020,1,NA,NA,NA,NA,NA
GA,8/11/2020,1,NA,NA,NA,NA,NA
GA,8/12/2020,1,NA,NA,NA,NA,NA
GA,8/13/2020,1,NA,NA,NA,NA,NA
GA,8/14/2020,1,NA,NA,NA,NA,NA
GA,8/15/2020,1,NA,NA,NA,NA,NA
GA,8/16/2020,1,NA,NA,NA,NA,NA
GA,8/17/2020,1,NA,NA,NA,NA,NA
GA,8/18/2020,1,NA,NA,NA,NA,NA
GA,8/19/2020,1,NA,NA,NA,NA,NA
GA,8/20/2020,1,NA,NA,NA,NA,NA
GA,8/21/2020,1,NA,NA,NA,NA,NA
GA,8/22/2020,1,NA,NA,NA,NA,NA
GA,8/23/2020,1,NA,NA,NA,NA,NA
GA,8/24/2020,1,NA,NA,NA,NA,NA
GA,8/25/2020,1,NA,NA,NA,NA,NA
GA,8/26/2020,1,NA,NA,NA,NA,NA
GA,8/27/2020,1,NA,NA,NA,NA,NA
GA,8/28/2020,1,NA,NA,NA,NA,NA
GA,8/29/2020,1,NA,NA,NA,NA,NA
GA,8/30/2020,1,NA,NA,NA,NA,NA
GA,8/31/2020,1,NA,NA,NA,NA,NA
GA,9/1/2020,1,NA,NA,NA,NA,NA
GA,9/2/2020,1,NA,NA,NA,NA,NA
GA,9/3/2020,1,NA,NA,NA,NA,NA
GA,9/4/2020,1,NA,NA,NA,NA,NA
GA,9/5/2020,1,NA,NA,NA,NA,NA
GA,9/6/2020,1,NA,NA,NA,NA,NA
GA,9/7/2020,1,NA,NA,NA,NA,NA
GA,9/8/2020,1,NA,NA,NA,NA,NA
GA,9/9/2020,1,NA,NA,NA,NA,NA
GA,9/10/2020,1,NA,NA,NA,NA,NA
GA,9/11/2020,1,NA,NA,NA,NA,NA
GA,9/12/2020,1,NA,NA,NA,NA,NA
GA,9/13/2020,1,NA,NA,NA,NA,NA
GA,9/14/2020,1,NA,NA,NA,NA,NA
GA,9/15/2020,1,NA,NA,NA,NA,NA
GA,9/16/2020,1,NA,NA,NA,NA,NA
GA,9/17/2020,1,NA,NA,NA,NA,NA
GA,9/18/2020,1,NA,NA,NA,NA,NA
GA,9/19/2020,1,NA,NA,NA,NA,NA
GA,9/20/2020,1,NA,NA,NA,NA,NA
GA,9/21/2020,1,NA,NA,NA,NA,NA
GA,9/22/2020,1,NA,NA,NA,NA,NA
GA,9/23/2020,1,NA,NA,NA,NA,NA
GA,9/24/2020,1,NA,NA,NA,NA,NA
GA,9/25/2020,1,NA,NA,NA,NA,NA
GA,9/26/2020,1,NA,NA,NA,NA,NA
GA,9/27/2020,1,NA,NA,NA,NA,NA
GA,9/28/2020,1,NA,NA,NA,NA,NA
GA,9/29/2020,1,NA,NA,NA,NA,NA
GA,9/30/2020,1,NA,NA,NA,NA,NA
GA,10/1/2020,1,NA,NA,NA,NA,NA
GA,10/2/2020,1,NA,NA,NA,NA,NA
GA,10/3/2020,1,NA,NA,NA,NA,NA
GA,10/4/2020,1,NA,NA,NA,NA,NA
GA,10/5/2020,1,NA,NA,NA,NA,NA
GA,10/6/2020,1,NA,NA,NA,NA,NA
GA,10/7/2020,1,NA,NA,NA,NA,NA
GA,10/8/2020,1,NA,NA,NA,NA,NA
GA,10/9/2020,1,NA,NA,NA,NA,NA
GA,10/10/2020,1,NA,NA,NA,NA,NA
GA,10/11/2020,1,NA,NA,NA,NA,NA
GA,10/12/2020,1,NA,NA,NA,NA,NA
GA,10/13/2020,1,NA,NA,NA,NA,NA
GA,10/14/2020,1,NA,NA,NA,NA,NA
GA,10/15/2020,1,NA,NA,NA,NA,NA
GA,10/16/2020,1,NA,NA,NA,NA,NA
GA,10/17/2020,1,NA,NA,NA,NA,NA
GA,10/18/2020,1,NA,NA,NA,NA,NA
GA,10/19/2020,1,NA,NA,NA,NA,NA
GA,10/20/2020,1,NA,NA,NA,NA,NA
GA,10/21/2020,1,NA,NA,NA,NA,NA
GA,10/22/2020,1,NA,NA,NA,NA,NA
GA,10/23/2020,1,NA,NA,NA,NA,NA
GA,10/24/2020,1,NA,NA,NA,NA,NA
GA,10/25/2020,1,NA,NA,NA,NA,NA
GA,10/26/2020,1,NA,NA,NA,NA,NA
GA,10/27/2020,1,NA,NA,NA,NA,NA
GA,10/28/2020,1,NA,NA,NA,NA,NA
GA,10/29/2020,1,NA,NA,NA,NA,NA
GA,10/30/2020,1,NA,NA,NA,NA,NA
GA,10/31/2020,1,NA,NA,NA,NA,NA
GA,11/1/2020,1,NA,NA,NA,NA,NA
GA,11/2/2020,1,NA,NA,NA,NA,NA
GA,11/3/2020,1,NA,NA,NA,NA,NA
GA,11/4/2020,1,NA,NA,NA,NA,NA
GA,11/5/2020,1,NA,NA,NA,NA,NA
GA,11/6/2020,1,NA,NA,NA,NA,NA
GA,11/7/2020,1,NA,NA,NA,NA,NA
GA,11/8/2020,1,NA,NA,NA,NA,NA
GA,11/9/2020,1,NA,NA,NA,NA,NA
GA,11/10/2020,1,NA,NA,NA,NA,NA
GA,11/11/2020,1,NA,NA,NA,NA,NA
GA,11/12/2020,1,NA,NA,NA,NA,NA
GA,11/13/2020,1,NA,NA,NA,NA,NA
GA,11/14/2020,1,NA,NA,NA,NA,NA
GA,11/15/2020,1,NA,NA,NA,NA,NA
GA,11/16/2020,1,NA,NA,NA,NA,NA
GA,11/17/2020,1,NA,NA,NA,NA,NA
GA,11/18/2020,1,NA,NA,NA,NA,NA
GA,11/19/2020,1,NA,NA,NA,NA,NA
GA,11/20/2020,1,NA,NA,NA,NA,NA
GA,11/21/2020,1,NA,NA,NA,NA,NA
GA,11/22/2020,1,NA,NA,NA,NA,NA
GA,11/23/2020,1,NA,NA,NA,NA,NA
GA,11/24/2020,1,NA,NA,NA,NA,NA
GA,11/25/2020,1,NA,NA,NA,NA,NA
GA,11/26/2020,1,NA,NA,NA,NA,NA
GA,11/27/2020,1,NA,NA,NA,NA,NA
GA,11/28/2020,1,NA,NA,NA,NA,NA
GA,11/29/2020,1,NA,NA,NA,NA,NA
GA,11/30/2020,1,NA,NA,NA,NA,NA
GA,12/1/2020,1,NA,NA,NA,NA,NA
